age_of_customer,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,synchronisation,user_of_latest_model,hot_enc__Male,hot_enc__Other,hot_enc__Germany,hot_enc__India,hot_enc__UK,hot_enc__USA,hot_enc__UnknownLand,hot_enc__Berlin,hot_enc__Birmingham,hot_enc__Brisbane,hot_enc__Chicago,hot_enc__Delhi,hot_enc__Hamburg,hot_enc__London,hot_enc__Los Angeles,hot_enc__Manchester,hot_enc__Melbourne,hot_enc__Mumbai,hot_enc__Munich,hot_enc__New York,hot_enc__Sydney,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White
33.0,3.7,3.95,5.77,13.42,57.93,34.99,7000.41,1.0,7.0,2024-02-12,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56.0,1.41,3.15,0.0,4.56,33.0,58.49,2124.44,1.0,3.0,2024-11-16,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
50.0,0.29,7.9,2.38,10.58,44.62,51.04,5371.08,3.0,9.0,2024-07-26,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
43.0,1.64,16.02,8.55,26.21,65.0,32.6,13033.62,0.0,4.0,2024-01-24,0.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.0,4.48,14.06,1.33,19.88,64.06,44.08,10014.32,1.0,0.0,2023-11-15,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
55.0,0.74,2.15,2.41,5.29,38.12,51.54,2529.95,3.0,3.0,2024-12-08,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
19.0,3.95,10.0,8.84,22.79,64.28,34.41,11466.34,1.0,1.0,2024-11-05,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23.0,2.32,4.18,0.0,6.51,58.35,44.99,3118.33,2.0,1.0,2024-07-20,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
63.0,0.0,2.47,2.61,5.08,18.47,62.49,2270.99,1.0,4.0,2024-01-25,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
55.0,1.75,1.52,3.36,6.63,37.95,54.88,3560.5,1.0,0.0,2024-08-06,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
59.0,7.92,5.26,4.9,18.09,35.33,50.33,9272.83,4.0,2.0,2024-01-29,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35.0,4.68,1.52,1.9,8.11,56.29,40.28,4183.28,0.0,9.0,2024-12-29,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44.0,2.32,3.48,2.1,7.9,52.79,46.7,4058.47,1.0,7.0,2024-02-07,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
58.0,5.33,11.64,6.41,23.38,47.95,46.85,11727.3,0.0,6.0,2024-03-27,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,4.66,2.34,4.57,11.57,58.78,40.61,5560.44,2.0,6.0,2024-11-10,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
45.0,1.79,8.82,6.4,17.02,60.18,41.72,8321.63,1.0,0.0,2023-12-25,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,3.45,11.34,4.05,18.85,63.01,43.08,9226.31,4.0,9.0,2023-10-12,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23.0,1.58,0.81,0.66,3.05,56.2,41.8,1778.22,4.0,3.0,2024-02-29,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.0,3.01,11.24,8.3,22.55,64.99,34.3,11288.04,3.0,0.0,2024-12-23,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39.0,2.22,1.73,3.34,7.3,53.21,43.16,3777.0,3.0,2.0,2023-12-24,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
23.0,3.7,0.93,4.79,9.41,62.73,39.49,4472.61,3.0,3.0,2023-12-16,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
43.0,4.03,4.16,5.98,14.17,57.69,40.95,6945.0,1.0,4.0,2024-07-13,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.0,0.0,2.5,2.82,5.32,27.59,52.2,2933.87,0.0,2.0,2024-02-16,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29.0,5.06,1.44,0.25,6.75,54.86,43.6,3233.52,0.0,3.0,2024-11-22,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
29.0,5.06,1.44,0.25,6.75,54.86,43.6,3233.52,0.0,3.0,2024-11-22,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
52.0,1.87,5.58,2.37,9.81,44.88,49.1,4785.35,3.0,0.0,2024-01-08,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
53.0,1.87,5.58,2.37,9.81,44.88,49.1,4785.35,3.0,0.0,2024-01-08,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
39.0,2.46,5.2,4.54,12.2,59.03,41.78,5877.36,2.0,9.0,2024-09-13,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,6.98,7.09,7.17,100.0,74.12,36.98,100.0,3.0,9.0,2024-12-27,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24.0,1.83,11.88,5.94,19.65,69.19,38.45,9909.91,4.0,3.0,2023-10-24,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
57.0,0.23,7.95,1.62,9.8,32.29,55.08,4871.59,4.0,0.0,2023-12-17,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
30.0,1.47,4.98,0.56,7.01,54.51,41.99,3276.58,1.0,0.0,2024-04-11,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
38.0,0.17,2.11,0.95,3.23,54.19,46.08,1796.2,0.0,5.0,2024-11-18,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
58.0,3.2,5.8,5.73,14.73,33.0,53.42,7537.6,0.0,2.0,2024-11-17,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
27.0,2.09,5.76,4.82,12.67,68.17,34.93,6048.63,2.0,3.0,2024-02-09,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
26.0,0.55,7.88,1.39,9.82,65.04,41.13,4841.36,2.0,4.0,2024-08-07,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
32.0,0.66,4.19,0.98,5.83,59.44,40.05,2657.1,2.0,8.0,2024-03-24,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
19.0,0.8,3.3,4.1,8.2,50.15,44.67,4273.78,2.0,1.0,2023-10-19,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
42.0,3.6,7.62,3.69,14.91,56.15,38.94,7596.65,4.0,3.0,2024-01-08,1.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
30.0,5.43,9.18,3.42,18.02,70.92,38.23,9252.53,4.0,4.0,2024-02-23,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
51.0,1.96,2.07,1.44,5.48,38.57,53.03,2580.35,0.0,4.0,2023-11-06,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
51.0,2.18,5.77,6.7,14.65,51.6,42.4,7298.22,1.0,4.0,2023-12-14,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
52.0,1.56,1.84,3.05,6.45,41.54,50.25,3035.57,1.0,9.0,2024-10-24,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
55.0,1.34,0.81,3.19,5.34,33.94,53.88,2594.07,3.0,8.0,2024-05-13,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
-1.0,1.66,3.49,2.41,7.57,52.23,41.03,3796.06,4.0,1.0,2024-07-06,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
59.0,5.06,5.41,1.47,11.94,30.29,59.63,5703.67,2.0,2.0,2023-12-08,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,4.54,0.8,7.46,12.8,61.3,34.76,6529.96,2.0,0.0,2024-10-26,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,4.51,12.29,1.52,18.32,68.98,38.8,9183.92,3.0,7.0,2023-11-12,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35.0,1.82,6.87,6.21,14.9,62.06,35.78,7313.09,2.0,8.0,2024-05-27,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.0,3.05,2.26,2.93,8.24,60.89,43.02,4418.52,3.0,6.0,2024-04-13,0.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
29.0,0.0,9.49,0.94,10.43,57.25,41.89,5467.98,1.0,11.0,2024-06-29,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
22.0,0.0,7.33,1.85,9.18,52.48,41.74,4758.67,1.0,1.0,2024-08-09,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20.0,2.1,8.52,4.19,14.8,62.68,38.81,7588.54,1.0,2.0,2023-12-05,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47.0,3.57,4.05,6.96,14.59,57.79,41.17,7109.12,0.0,2.0,2024-06-24,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
21.0,2.11,2.38,0.0,4.49,52.68,47.55,2352.58,4.0,2.0,2024-02-01,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,4.07,11.16,4.51,19.74,59.44,36.69,9996.06,1.0,4.0,2024-08-20,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.0,0.0,7.11,0.78,7.89,51.66,43.66,4236.67,1.0,0.0,2023-11-02,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
44.0,0.44,8.39,4.69,13.52,57.09,41.38,6786.96,1.0,5.0,2024-10-17,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
35.0,5.26,5.83,4.42,15.51,66.23,38.09,8043.7,2.0,0.0,2024-09-12,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
29.0,3.24,4.56,3.35,11.15,60.4,39.41,5382.83,0.0,6.0,2024-07-03,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
30.0,3.15,5.94,4.92,14.0,59.83,36.08,6898.03,1.0,0.0,2024-03-13,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
58.0,0.53,6.39,7.2,14.12,33.26,53.08,7087.01,0.0,6.0,2024-06-01,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
54.0,3.46,3.52,1.92,8.9,44.43,55.04,4163.12,0.0,5.0,2023-10-26,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
62.0,3.69,0.29,0.0,3.98,10.49,63.94,1892.87,3.0,1.0,2023-11-11,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
33.0,3.04,1.96,1.89,6.89,61.73,44.2,3661.85,4.0,0.0,2024-06-12,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
41.0,4.44,9.95,2.66,17.05,62.0,42.72,8248.59,2.0,4.0,2024-12-17,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52.0,2.61,0.09,4.38,7.08,43.67,46.51,3497.21,3.0,5.0,2024-05-03,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
39.0,0.0,1.64,0.74,2.38,49.65,47.4,1345.5,3.0,8.0,2024-05-16,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
53.0,0.06,2.46,0.3,2.82,28.89,55.81,1681.08,4.0,0.0,2024-09-26,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
46.0,1.53,1.56,3.93,7.01,43.5,45.61,3776.63,0.0,7.0,2024-10-09,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
52.0,1.96,2.8,2.19,6.95,35.27,52.08,3195.57,1.0,9.0,2024-05-25,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,1.61,3.57,5.04,10.22,62.57,39.47,5257.04,3.0,8.0,2023-11-17,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
-1.0,2.79,4.73,0.4,7.92,47.31,50.81,4045.48,1.0,2.0,2023-11-21,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
58.0,1.37,9.57,3.8,14.75,37.3,55.52,7377.22,0.0,3.0,2024-08-17,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33.0,3.16,0.0,5.0,8.15,58.37,37.12,4299.51,4.0,0.0,2023-11-13,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49.0,0.68,1.66,2.74,5.08,42.55,45.57,2616.81,2.0,6.0,2024-02-28,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19.0,1.37,8.69,5.89,15.95,56.68,37.54,7770.39,4.0,1.0,2024-08-25,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
40.0,0.77,7.26,5.96,13.99,63.57,37.8,7290.67,4.0,1.0,2024-08-05,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
55.0,0.4,5.89,2.07,8.37,40.73,51.15,4460.39,0.0,7.0,2024-10-09,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
55.0,0.4,5.89,2.07,8.37,40.73,51.15,4460.39,0.0,7.0,2024-10-09,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
48.0,0.17,2.84,2.18,5.2,45.2,49.15,2475.95,1.0,4.0,2024-03-25,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
-1.0,3.09,4.62,3.29,10.99,48.52,43.2,5499.17,4.0,2.0,2024-08-11,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
46.0,1.53,6.11,1.97,9.61,43.88,46.27,4801.39,0.0,6.0,2024-07-08,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18.0,3.39,5.95,3.71,13.04,63.44,40.2,6332.71,1.0,0.0,2024-08-15,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
20.0,3.12,1.75,8.92,13.79,62.16,35.02,6794.07,2.0,1.0,2024-05-18,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
43.0,0.0,2.43,1.15,3.58,45.96,44.71,1826.36,0.0,1.0,2023-11-30,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
35.0,5.21,0.0,6.9,12.11,61.08,33.7,6191.42,1.0,7.0,2024-11-20,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26.0,2.04,5.37,0.7,8.11,67.51,44.3,4045.75,3.0,4.0,2024-10-04,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55.0,0.45,9.34,0.0,9.8,32.44,57.91,4913.1,4.0,6.0,2023-12-08,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40.0,2.89,14.14,3.89,20.92,66.67,41.55,10245.64,3.0,0.0,2024-12-20,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38.0,1.73,1.8,4.08,7.62,55.0,41.38,4057.85,4.0,4.0,2024-09-10,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
38.0,6.42,15.03,0.94,22.39,71.83,42.31,11303.3,4.0,0.0,2024-11-07,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
59.0,1.54,10.06,5.65,17.25,38.71,53.74,8647.95,4.0,3.0,2024-10-14,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,2.35,4.14,0.99,7.48,64.88,45.17,3819.29,2.0,2.0,2024-12-27,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
61.0,3.41,2.0,3.78,9.19,24.4,59.96,4889.63,1.0,2.0,2024-01-29,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
45.0,2.89,0.68,4.1,7.67,48.09,45.3,4049.04,1.0,0.0,2024-05-29,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
62.0,0.45,4.68,4.13,9.26,21.95,60.65,4370.15,2.0,1.0,2024-02-04,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
57.0,4.9,5.69,5.94,16.53,41.13,52.88,8334.26,3.0,5.0,2024-04-01,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20.0,1.77,0.0,2.72,4.49,57.01,41.46,2426.83,2.0,1.0,2024-12-07,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
56.0,3.28,7.52,4.52,15.32,44.92,49.81,7551.92,4.0,9.0,2024-05-02,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
29.0,0.0,8.8,5.04,13.84,68.81,34.99,6900.32,1.0,11.0,2024-05-10,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
19.0,3.99,5.35,3.03,12.37,60.75,43.87,5974.96,0.0,0.0,2024-10-18,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
63.0,0.0,10.86,1.16,12.03,19.61,60.23,5926.85,1.0,2.0,2023-11-28,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.8,3.67,0.27,5.74,50.32,46.01,2644.7,2.0,1.0,2024-09-15,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
26.0,0.65,4.72,1.4,6.78,59.86,43.56,3330.03,0.0,4.0,2024-02-18,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
38.0,1.65,1.42,5.08,8.15,52.59,38.77,4375.33,4.0,6.0,2024-04-19,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
22.0,1.5,4.38,1.5,7.39,56.09,45.28,3480.74,1.0,3.0,2024-09-26,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
52.0,5.11,7.33,4.24,16.69,52.3,45.13,8592.01,0.0,6.0,2024-06-09,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19.0,1.4,10.12,1.79,13.31,63.61,43.57,6372.18,0.0,0.0,2023-11-26,1.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.0,2.24,6.25,2.28,10.77,61.83,42.88,5537.67,2.0,3.0,2024-12-09,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.0,3.25,8.34,2.13,13.72,51.63,44.79,6955.58,0.0,9.0,2023-11-23,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
50.0,2.75,4.08,1.54,8.36,40.02,47.64,4341.68,1.0,0.0,2023-11-27,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
47.0,0.08,3.93,3.6,7.61,40.14,47.83,4099.52,3.0,8.0,2023-11-29,1.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
63.0,3.04,3.55,0.65,7.23,13.96,61.88,3342.12,4.0,3.0,2024-10-26,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
45.0,6.92,11.5,6.56,24.98,61.02,36.13,12429.64,0.0,9.0,2024-04-18,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48.0,1.93,2.73,0.92,5.58,44.4,47.1,2760.42,2.0,8.0,2024-11-29,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
40.0,2.41,0.0,1.72,4.13,51.16,41.93,2101.54,4.0,2.0,2024-07-21,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
19.0,1.35,3.12,3.67,8.14,50.32,42.74,3797.53,1.0,0.0,2023-11-10,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
58.0,1.25,5.98,0.78,8.01,26.51,55.58,3956.5,4.0,1.0,2024-07-24,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
44.0,2.94,7.64,0.0,10.58,52.5,48.6,5568.51,1.0,2.0,2024-07-24,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
52.0,3.22,7.23,5.31,15.76,51.65,45.59,7939.2,3.0,1.0,2024-03-27,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
